step,total,coarse_image,candidate_proxy,candidate_mse,final_image,latent,smooth,bending,jacobian,delta,preserve,gate_bce,gate,utility_target,utility_positive,relative_gain,grad_norm
100,0.24929261207580566,0.17455951869487762,0.0012294934131205082,0.0012294934131205082,0.17439685761928558,0.05649755522608757,0.05164065212011337,74.88249969482422,0.0020698835141956806,0.001350151957012713,0.0,0.6550236344337463,0.3433711528778076,0.28165528178215027,0.2769910991191864,-0.27808889746665955,0.20347748696804047
105,0.24664552509784698,0.16501431167125702,0.0013643635902553797,0.0013643635902553797,0.1647484302520752,0.06244925037026405,0.05042610317468643,72.16412353515625,0.0022713332436978817,0.001350747188553214,0.0,0.6851878762245178,0.3451131284236908,0.3899269104003906,0.3846842348575592,-0.13049408793449402,0.10536909103393555
110,0.1948241889476776,0.14729280769824982,0.0001179358660010621,0.0001179358660010621,0.14719708263874054,0.0049195014871656895,0.022099928930401802,33.35060501098633,6.13783486187458e-05,0.0013610406313091516,0.0,0.6606130599975586,0.34683138132095337,0.27851343154907227,0.2726508378982544,-0.14971759915351868,0.08216115832328796
115,0.16789864003658295,0.08049438893795013,0.0010163815459236503,0.0010163815459236503,0.08052407205104828,0.015669986605644226,0.058301202952861786,66.89268493652344,0.0009706530254334211,0.001113305101171136,2.968311309814453e-05,0.6682058572769165,0.31789180636405945,0.2440374195575714,0.2367350310087204,-0.04497918486595154,0.09652584046125412
120,0.19965460896492004,0.12940756976604462,0.0005419243243522942,0.0005419243243522942,0.1291283369064331,0.012365288101136684,0.05911712720990181,69.29818725585938,0.0017920008394867182,0.0008234428241848946,0.0,0.647940456867218,0.3163258135318756,0.2866905629634857,0.2779676616191864,-0.024710889905691147,0.11151712387800217
125,0.13414940237998962,0.08419416099786758,3.576524250092916e-05,3.576524250092916e-05,0.08394096046686172,0.0011363517260178924,0.007466534152626991,15.67548656463623,1.4116853463974621e-08,0.0007716099498793483,0.0,0.6342431902885437,0.3305661976337433,0.31153833866119385,0.3036295473575592,-0.04603562504053116,0.3826436698436737
130,0.21475869417190552,0.15446288883686066,0.0007484528468921781,0.0007484528468921781,0.15429769456386566,0.02591226063668728,0.0352897010743618,56.36168670654297,0.001569367479532957,0.0009231279836967587,0.0,0.6452105641365051,0.3319355249404907,0.366880863904953,0.3637424111366272,-0.19873996078968048,0.04238877817988396
135,0.1913560926914215,0.11891799420118332,0.0006593951839022338,0.0006593951839022338,0.11850200593471527,0.013036136515438557,0.05822218209505081,70.90676879882812,0.0013735656393691897,0.0010598325170576572,0.0,0.6404963731765747,0.3223944902420044,0.2709258198738098,0.2638888955116272,-0.0745210275053978,0.03583495318889618
140,0.19613635540008545,0.14638371765613556,0.00034733698703348637,0.00034733698703348637,0.1461523175239563,0.01299190241843462,0.022844582796096802,39.926300048828125,0.0004458156763575971,0.0010608448646962643,0.0,0.6399940848350525,0.28266239166259766,0.3483240008354187,0.3448350727558136,-0.21207116544246674,0.20150557160377502
145,0.1782732903957367,0.14491067826747894,3.759596074814908e-05,3.759596074814908e-05,0.14470238983631134,0.0017763461219146848,0.0068908315151929855,14.041318893432617,0.0,0.0010765985352918506,0.0,0.5902274250984192,0.2837452292442322,0.2807890474796295,0.2761501669883728,-0.5205302238464355,0.1958179473876953
150,0.11652480065822601,0.0423302985727787,0.00036258200998418033,0.00036258200998418033,0.04224725440144539,0.0066406275145709515,0.03338255733251572,47.10392761230469,0.000305616034893319,0.0012304835254326463,0.0,0.6441574692726135,0.33667802810668945,0.1668686419725418,0.1582845002412796,-0.0960383415222168,0.6706361174583435
155,0.21564367413520813,0.15439756214618683,0.0007459651678800583,0.0007459651678800583,0.15419015288352966,0.025965286418795586,0.035328734666109085,56.46644592285156,0.0015857531689107418,0.0011298131430521607,0.0,0.6549035906791687,0.3093098998069763,0.3859645426273346,0.3821071982383728,-0.08811146765947342,0.19678369164466858
160,0.15198864042758942,0.09860099852085114,0.0001528538705315441,0.0001528538705315441,0.09823236614465714,0.004102299455553293,0.024321069940924644,39.316585540771484,2.495034277671948e-05,0.0010083277011290193,0.0,0.6132407784461975,0.31757184863090515,0.24818155169487,0.2405598908662796,-0.09542176127433777,0.06569036096334457
165,0.2337016761302948,0.16078849136829376,0.0012027242919430137,0.0012027242919430137,0.1607542186975479,0.04769609123468399,0.051246579736471176,73.78372192382812,0.0024239192716777325,0.0009194657322950661,0.0,0.6300802230834961,0.30350255966186523,0.2920239269733429,0.2881944477558136,-0.19912143051624298,0.08939815312623978
170,0.2178509533405304,0.16966445744037628,0.00047612740308977664,0.00047612740308977664,0.16952282190322876,0.016800696030259132,0.039522141218185425,52.4759521484375,0.0007249607588164508,0.0007666138117201626,0.0,0.5829442143440247,0.290448933839798,0.297881543636322,0.2919650673866272,-0.09550575166940689,0.07200644910335541
175,0.2417069673538208,0.17553414404392242,0.0010614462662488222,0.0010614462662488222,0.17521408200263977,0.04335466027259827,0.05439094081521034,73.07565307617188,0.0019584917463362217,0.0007159413071349263,0.0,0.6047361493110657,0.31423085927963257,0.3431907892227173,0.3375379741191864,-0.05506718158721924,0.06556780636310577
180,0.18795257806777954,0.11390881985425949,0.0008434756309725344,0.0008434756309725344,0.11352653056383133,0.015358000993728638,0.05950773507356644,73.28984069824219,0.0008433387265540659,0.0008161340374499559,0.0,0.6181264519691467,0.3380700647830963,0.2666477560997009,0.258544921875,-0.0071562486700713634,0.0827743336558342
185,0.12108175456523895,0.057903748005628586,0.00013291760114952922,0.00013291760114952922,0.05758119374513626,0.0031761974096298218,0.02473141998052597,34.970481872558594,7.300369907170534e-05,0.000934217416215688,0.0,0.6315815448760986,0.32603326439857483,0.2773650288581848,0.2689073383808136,-0.03384776785969734,0.19573286175727844
190,0.08763398230075836,0.03217397257685661,2.5815994376898743e-05,2.5815994376898743e-05,0.03211604431271553,0.0005630622035823762,0.005371512845158577,11.550433158874512,5.680703196730974e-08,0.0010281566064804792,0.0,0.5942074060440063,0.30441808700561523,0.2744921147823334,0.266411691904068,-0.2066778689622879,0.26563823223114014
195,0.16012142598628998,0.11272576451301575,9.979178867070004e-05,9.979178867070004e-05,0.11235242336988449,0.003575989045202732,0.02313695102930069,35.535648345947266,0.00019376447016838938,0.001018431386910379,0.0,0.5926862955093384,0.3118063807487488,0.2760011553764343,0.269287109375,-0.11282167583703995,0.11500277370214462
200,0.21507807075977325,0.15564557909965515,0.0005536299431696534,0.0005536299431696534,0.15532758831977844,0.0140861039981246,0.05904447287321091,69.04542541503906,0.0018421168206259608,0.0008090405608527362,0.0,0.5882545709609985,0.2854573428630829,0.28801286220550537,0.2789713442325592,-0.02566445805132389,0.12628459930419922
205,0.17631399631500244,0.12049654126167297,0.00022795042605139315,0.00022795042605139315,0.12017033249139786,0.00698636332526803,0.04089081659913063,52.980384826660156,0.0011582518927752972,0.0007619226817041636,0.0,0.6013228297233582,0.308647096157074,0.2755064070224762,0.2676595151424408,-0.027804769575595856,0.0339326485991478
210,0.1767158806324005,0.13487768173217773,8.809468999970704e-05,8.809468999970704e-05,0.13468612730503082,0.003682237584143877,0.02167613059282303,33.091949462890625,8.332743891514838e-05,0.0008154085371643305,0.0,0.5867748260498047,0.3110082149505615,0.2810768187046051,0.2743326723575592,-0.06060776486992836,0.04819788038730621
215,0.24100704491138458,0.18040357530117035,0.000906190078239888,0.000906190078239888,0.18016411364078522,0.028920777142047882,0.05702272802591324,69.8153076171875,0.0017332524294033647,0.0008521043928340077,0.0,0.5920243263244629,0.27712422609329224,0.3284110128879547,0.3211805522441864,-0.03457265347242355,0.17744134366512299
220,0.17341041564941406,0.11496642231941223,0.00024816172663122416,0.00024816172663122416,0.11467766761779785,0.00710141658782959,0.04149715602397919,54.93147277832031,0.0010377690196037292,0.0008957079844549298,0.0,0.6115624904632568,0.2751151919364929,0.269379198551178,0.26171875,-0.038598112761974335,0.10439512878656387
225,0.21730026602745056,0.16517724096775055,0.000623354862909764,0.000623354862909764,0.16502684354782104,0.02955649048089981,0.037373557686805725,59.300254821777344,0.0008617625571787357,0.0009515287820249796,0.0,0.5817494988441467,0.29943910241127014,0.2842647135257721,0.2790256142616272,-0.20571859180927277,0.1253615915775299
230,0.23954987525939941,0.18022651970386505,0.0009024259634315968,0.0009024259634315968,0.17999908328056335,0.02883431687951088,0.05722454935312271,70.13455200195312,0.0017455609049648046,0.0009345848811790347,0.0,0.5785126686096191,0.2726052403450012,0.32482877373695374,0.3172743022441864,-0.057512301951646805,0.19853676855564117
235,0.1184319406747818,0.07003761827945709,3.482304964563809e-05,3.482304964563809e-05,0.06978268176317215,0.001003449666313827,0.008427934721112251,15.33287239074707,0.0,0.000875643570907414,0.0,0.586848258972168,0.2916039824485779,0.321449875831604,0.313530832529068,-0.0029180150013417006,0.5471605658531189
240,0.16463406383991241,0.10671837627887726,0.00032871621078811586,0.00032871621078811586,0.10630037635564804,0.007610561791807413,0.040223054587841034,56.52384948730469,0.00044183389400132,0.0008351154974661767,0.0,0.5869002342224121,0.35366183519363403,0.27691617608070374,0.2690158486366272,-0.0052352165803313255,0.13385319709777832
245,0.1936701238155365,0.15368840098381042,0.0002767197147477418,0.0002767197147477418,0.15353865921497345,0.012079594656825066,0.02231280691921711,38.72970962524414,8.177871495718136e-05,0.0008692872943356633,0.0,0.5672927498817444,0.3215016722679138,0.28458547592163086,0.2787543535232544,-0.24692058563232422,0.23737430572509766
250,0.19516217708587646,0.12417612969875336,0.0005939533584751189,0.0005939533584751189,0.12380412220954895,0.013049277476966381,0.05890098214149475,70.46595764160156,0.0014981257263571024,0.0008154244278557599,0.0,0.6399328708648682,0.2343970686197281,0.28617799282073975,0.278862863779068,-0.018588025122880936,0.39047396183013916
255,0.21591423451900482,0.15839263796806335,0.0007150968885980546,0.0007150968885980546,0.15826547145843506,0.03409142047166824,0.0382915660738945,59.58417510986328,0.0015374700305983424,0.001027487451210618,0.0,0.5999958515167236,0.295507550239563,0.3004493713378906,0.2952474057674408,-0.2306995987892151,0.12576159834861755
260,0.1858709752559662,0.11764505505561829,0.0005882015684619546,0.0005882015684619546,0.11727295815944672,0.012292228639125824,0.058986373245716095,73.28623962402344,0.0012176006566733122,0.0009231619187630713,0.0,0.6010450720787048,0.2666769325733185,0.2814179062843323,0.2742784321308136,-0.0030297422781586647,0.3368995189666748
265,0.16713346540927887,0.12270978093147278,0.00010164943523705006,0.00010164943523705006,0.12249734997749329,0.0034168693237006664,0.022486351430416107,34.532249450683594,0.0001571121101733297,0.0008999076089821756,0.0,0.584386944770813,0.2685892879962921,0.27778658270835876,0.2700466513633728,-0.03089079260826111,0.11895449459552765
270,0.19569998979568481,0.15736694633960724,0.00017159097478725016,0.00017159097478725016,0.15714778006076813,0.00798023771494627,0.022319938987493515,34.648948669433594,4.5297929318621755e-05,0.0009003488812595606,0.0,0.5774049758911133,0.2977447807788849,0.2969154715538025,0.2913411557674408,-0.0697380006313324,0.06923168897628784
275,0.08244338631629944,0.032415349036455154,2.7294154278934002e-05,2.7294154278934002e-05,0.032372236251831055,0.0005832522292621434,0.005257567390799522,11.163820266723633,1.2136970326537266e-06,0.0007864226354286075,0.0,0.5405218005180359,0.2850492596626282,0.21619361639022827,0.2086317241191864,-0.2392919808626175,0.1411839872598648
280,0.21112775802612305,0.15601703524589539,0.0005150846554897726,0.0005150846554897726,0.15586696565151215,0.01602131873369217,0.03460994362831116,55.57747268676758,0.0011803075904026628,0.0007555304327979684,0.0,0.6422253251075745,0.3114963471889496,0.422875314950943,0.4185926616191864,-0.013681742362678051,0.3187693655490875
285,0.1062660664319992,0.04144646227359772,0.00012899248395115137,0.00012899248395115137,0.0412788987159729,0.0026625972241163254,0.02231769636273384,31.766862869262695,0.00011028826702386141,0.0007251750794239342,0.0,0.6249158978462219,0.3522639274597168,0.2512038052082062,0.24267578125,-0.03888694569468498,0.2726282775402069
290,0.16515105962753296,0.11027234047651291,0.00026033096946775913,0.00026033096946775913,0.11002393066883087,0.006731444504112005,0.04125595837831497,56.66485595703125,0.0008205813937820494,0.0007559277582913637,0.0,0.5667096972465515,0.28505030274391174,0.2618110477924347,0.2535535991191864,-0.026182876899838448,0.13002197444438934
295,0.23848570883274078,0.16523034870624542,0.0013564717955887318,0.0013564717955887318,0.1652100384235382,0.06349743157625198,0.051722921431064606,74.95394897460938,0.00234178826212883,0.0010039564222097397,0.0,0.5933986306190491,0.3192690312862396,0.30680909752845764,0.3020290732383728,-0.11934807896614075,0.14644265174865723
300,0.17491762340068817,0.13959582149982452,2.55279792327201e-05,2.55279792327201e-05,0.1397412121295929,0.0016913035651668906,0.010973220691084862,21.087505340576172,9.72484122030437e-05,0.001103584305383265,0.00014539062976837158,0.5799434781074524,0.3155008554458618,0.3236459791660309,0.3212890625,-0.582198441028595,0.12037970870733261
305,0.19832995533943176,0.1464037001132965,0.00034422139287926257,0.00034422139287926257,0.14617398381233215,0.012937420047819614,0.022801388055086136,39.98870086669922,0.0004444317892193794,0.0008866189164109528,0.0,0.6623520255088806,0.2640190124511719,0.4000266492366791,0.3964572548866272,-0.015583989210426807,0.40785497426986694
310,0.16057713329792023,0.10375309735536575,0.0004349295631982386,0.0004349295631982386,0.10345741361379623,0.009347430430352688,0.04147936403751373,57.13838195800781,0.00030060880817472935,0.0008541503921151161,0.0,0.5499681830406189,0.3171573877334595,0.26149189472198486,0.2530653178691864,0.008253202773630619,0.06139179691672325
315,0.16425058245658875,0.12270956486463547,0.00010113660391652957,0.00010113660391652957,0.12247128039598465,0.003355153137817979,0.02245752513408661,34.56486511230469,0.00015781816910021007,0.0009911988163366914,0.0,0.5560558438301086,0.33962494134902954,0.27244922518730164,0.265380859375,-0.06760386377573013,0.24469409883022308
320,0.20976628363132477,0.15427619218826294,0.0005743839428760111,0.0005743839428760111,0.15423795580863953,0.014917978085577488,0.057960961014032364,67.72543334960938,0.001832098001614213,0.0008524534059688449,0.0,0.5444490313529968,0.26241403818130493,0.28083863854408264,0.27392578125,-0.01721137762069702,0.28071415424346924
325,0.07297629117965698,0.018457386642694473,1.893529770313762e-05,1.893529770313762e-05,0.018393835052847862,0.0002657687000464648,0.0032964912243187428,9.551094055175781,0.0,0.0009100530296564102,0.0,0.5669921040534973,0.31058433651924133,0.24045832455158234,0.2322319895029068,-0.26152804493904114,0.21747958660125732
330,0.14611326158046722,0.06756573170423508,0.000813435239251703,0.000813435239251703,0.06752176582813263,0.013090698048472404,0.05369291454553604,64.86000061035156,0.0006301372777670622,0.0008076935191638768,0.0,0.5985907912254333,0.28331851959228516,0.25086089968681335,0.2428385466337204,0.0020152167417109013,0.1368868350982666
335,0.22329774498939514,0.16346034407615662,0.0008931919583119452,0.0008931919583119452,0.16357190907001495,0.03146933764219284,0.05087326467037201,73.67097473144531,0.002077761571854353,0.0009901904268190265,0.0001115649938583374,0.5673180818557739,0.3411750793457031,0.3114308714866638,0.3071560263633728,-0.07402721792459488,0.2008131891489029
340,0.1811947226524353,0.11374352872371674,0.0008176190312951803,0.0008176190312951803,0.11352305859327316,0.015140377916395664,0.05958716198801994,73.49078369140625,0.0008545020828023553,0.0008450223249383271,0.0,0.5532775521278381,0.2843063175678253,0.26729169487953186,0.2594129741191864,0.02061579003930092,0.22787126898765564
345,0.1670508086681366,0.1449192464351654,3.63975232176017e-05,3.63975232176017e-05,0.14470793306827545,0.0016757032135501504,0.00676251295953989,13.989988327026367,0.0,0.0009738242370076478,0.0,0.47879353165626526,0.32039758563041687,0.2966930568218231,0.2919650673866272,-0.2952654957771301,0.08940278738737106
350,0.1894065886735916,0.14336414635181427,0.00023060524836182594,0.00023060524836182594,0.14317557215690613,0.007308522704988718,0.03904266282916069,50.274696350097656,0.0007485162932425737,0.0010176036739721894,0.0,0.554728090763092,0.3176206350326538,0.28383874893188477,0.275390625,-0.03265475109219551,0.13826711475849152
355,0.11936874687671661,0.04233253747224808,0.0003588084364309907,0.0003588084364309907,0.04236311465501785,0.006687831599265337,0.033220335841178894,46.99031066894531,0.00028652470791712403,0.0009839532431215048,3.057718276977539e-05,0.6723003387451172,0.2990197539329529,0.16470937430858612,0.156032994389534,-0.06086838245391846,0.7438178062438965
360,0.17446772754192352,0.12057806551456451,0.00022930020350031555,0.00022930020350031555,0.12033479660749435,0.007034091744571924,0.04089968651533127,53.103389739990234,0.0012154574505984783,0.0008690797840245068,0.0,0.5812716484069824,0.2874228060245514,0.27787378430366516,0.2697482705116272,-0.0003364706935826689,0.085281141102314
365,0.11466266959905624,0.04225664213299751,0.0002973686787299812,0.0002973686787299812,0.04212546348571777,0.005837492644786835,0.035034578293561935,45.79182434082031,0.0004639294929802418,0.0008567432523705065,0.0,0.6280178427696228,0.30302107334136963,0.2363731563091278,0.2275119423866272,-0.010437571443617344,0.31484776735305786
370,0.07089786231517792,0.02175532467663288,1.9666455045808107e-05,1.9666455045808107e-05,0.021692151203751564,0.0003655910841189325,0.004022188484668732,10.533656120300293,3.089212668783148e-06,0.0007813437841832638,0.0,0.5166467428207397,0.25034138560295105,0.28257912397384644,0.2743326723575592,-0.07526104897260666,0.517936110496521
375,0.1461080014705658,0.10289232432842255,9.46063082665205e-05,9.46063082665205e-05,0.10249758511781693,0.003155156271532178,0.023273635655641556,37.81841278076172,3.4706437872955576e-05,0.0009065074846148491,0.0,0.5322211980819702,0.3778984844684601,0.2844218313694,0.2770724892616272,-0.01913144439458847,0.36197730898857117
380,0.11158491671085358,0.07003340125083923,3.422661393415183e-05,3.422661393415183e-05,0.06982984393835068,0.0009803740540519357,0.008322385139763355,15.336553573608398,0.0,0.0007203569984994829,0.0,0.5185303092002869,0.28965845704078674,0.3288269340991974,0.3210178017616272,0.05014517158269882,0.5214676260948181
385,0.1883544623851776,0.11898533254861832,0.0006352062919177115,0.0006352062919177115,0.11872434616088867,0.01284839678555727,0.058180540800094604,71.01180267333984,0.0013889838010072708,0.0006990364636294544,0.0,0.611664354801178,0.28936341404914856,0.2767598330974579,0.2684190571308136,0.0059921653009951115,0.16531020402908325
390,0.1848321259021759,0.11505372077226639,0.0008983422885648906,0.0008983422885648906,0.11503797024488449,0.016186052933335304,0.05960656702518463,71.8907470703125,0.0009542538318783045,0.0007048773695714772,0.0,0.5672824382781982,0.2817303240299225,0.25558722019195557,0.2460123747587204,0.005598141346126795,0.1307816356420517
395,0.15817545354366302,0.1067151352763176,0.00031965551897883415,0.00031965551897883415,0.10643065720796585,0.007496924139559269,0.040218569338321686,56.57533264160156,0.00043163797818124294,0.0007588256848976016,0.0,0.5224248766899109,0.3121030032634735,0.27440690994262695,0.265435129404068,0.02171754650771618,0.1104828417301178
400,0.16081230342388153,0.12270858883857727,9.730062447488308e-05,9.730062447488308e-05,0.1224815621972084,0.003337789559736848,0.02236262708902359,34.51580047607422,0.00015283728134818375,0.0007923619705252349,0.0,0.522391140460968,0.28739580512046814,0.2809714376926422,0.2731119692325592,-0.016918299719691277,0.054807040840387344
405,0.18596604466438293,0.1288808286190033,0.0005049772444181144,0.0005049772444181144,0.12870939075946808,0.01170879416167736,0.05894322693347931,71.50152587890625,0.0014081953559070826,0.0009047805215232074,0.0,0.5201471447944641,0.2835302948951721,0.2723733186721802,0.2650282084941864,0.0035169688053429127,0.18829700350761414
410,0.18885840475559235,0.15471497178077698,0.00023341257474385202,0.00023341257474385202,0.15462861955165863,0.010880077257752419,0.02155802771449089,35.65525817871094,7.787917274981737e-05,0.0010699533158913255,0.0,0.5202029943466187,0.3250860571861267,0.25999921560287476,0.254448801279068,-0.233686164021492,0.27657994627952576
415,0.13747063279151917,0.10269547253847122,4.228048783261329e-05,4.228048783261329e-05,0.10244784504175186,0.0010171611793339252,0.00731259398162365,14.459236145019531,1.8249560525873676e-05,0.0009524155757389963,0.0,0.519599437713623,0.2696104645729065,0.26052021980285645,0.2528482973575592,-0.21557192504405975,0.15467730164527893
420,0.17622993886470795,0.10129918158054352,0.0009969528764486313,0.0009969528764486313,0.10143076628446579,0.01689925789833069,0.059566617012023926,69.67389678955078,0.0009509767405688763,0.0009763636044226587,0.00013158470392227173,0.5776722431182861,0.310761034488678,0.2512802183628082,0.2432725727558136,-0.015588081441819668,0.1967889815568924
425,0.14222589135169983,0.06744945049285889,0.0008011459140107036,0.0008011459140107036,0.06746326386928558,0.012967509217560291,0.05367693677544594,64.73951721191406,0.0006400084821507335,0.0008518222020938993,1.3813376426696777e-05,0.5615848302841187,0.34936878085136414,0.24779145419597626,0.2395833283662796,0.009762953035533428,0.2664909362792969
430,0.14633764326572418,0.10605849325656891,0.00010228151950286701,0.00010228151950286701,0.10569710284471512,0.0036133970133960247,0.0240180604159832,38.12278747558594,0.00012526384671218693,0.0007678350084461272,0.0,0.5042521953582764,0.30806371569633484,0.28335443139076233,0.2756076455116272,0.008568395860493183,0.16177070140838623
435,0.07774768769741058,0.032198503613471985,2.5848097720881924e-05,2.5848097720881924e-05,0.032137222588062286,0.0005435326020233333,0.005219576880335808,11.468070983886719,3.782220403536485e-08,0.0008447280852124095,0.0,0.49582046270370483,0.3223695755004883,0.29911449551582336,0.2906358540058136,-0.024952257052063942,0.304513156414032
440,0.1686166375875473,0.13957078754901886,2.0766021407325752e-05,2.0766021407325752e-05,0.13968797028064728,0.0015690369764342904,0.010874474421143532,21.038169860839844,0.00010120969091076404,0.0008143289014697075,0.00011718273162841797,0.5187599062919617,0.3266771733760834,0.3460456430912018,0.3423665463924408,-0.30136340856552124,0.07214867323637009
